position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Vice Premier of the State Council,Wu Bangguo,Q360563,1995-03,2003-03,male,1941-07-12,,Wu Bangguo Beijing2011.jpg,Wu Bangguo
Vice Premier of the State Council,Li Lanqing,Q388125,1998,2003,male,1932-05-22,,,Li Lanqing
Vice Premier of the State Council,Wen Jiabao,Q16628,1998-03-18,2003-03-16,male,1942-09-15,,Wen Jiabao - Annual Meeting of the New Champions 2012.jpg,Wen Jiabao
Vice Premier of the State Council,Zeng Peiyan,Q189517,2003-03,2008-03,male,1938-12-01,,Zeng Peiyan (cropped).jpg,Zeng Peiyan
Vice Premier of the State Council,Huang Ju,Q505710,2003-03-15,2007-06-02,male,1938-09-28,2007-06-02,"Huang Ju, Davos (cropped).jpg",Huang Ju
Vice Premier of the State Council,Wu Yi,Q50952,2003-03-15,2008-03-17,female,1938-11-17,,Wu Yi.jpg,Wu Yi (politician)
Vice Premier of the State Council,Li Keqiang,Q18111,2008-03-17,2013-03-15,male,1955-07-01,,Li Keqiang (cropped) 2.jpg,Li Keqiang
Vice Premier of the State Council,Wang Qishan,Q18113,2008-03-17,2013-03-16,male,1948-07-01,,Wang Qishan in May 2018.jpg,Wang Qishan
Vice Premier of the State Council,Zhang Dejiang,Q197178,2008-03-17,2013-03-16,male,1946-11-04,,Zhang Dejiang.jpg,Zhang Dejiang
Vice Premier of the State Council,Zhang Gaoli,Q197180,2013-03-15,,male,1946-11-01,,Zhang-Gaoli 1.jpeg,Zhang Gaoli
Vice Premier of the State Council,Liu Yandong,Q455700,2013-03-16,,female,1945-11-22,,Liu Yandong 2011.jpg,Liu Yandong
Vice Premier of the State Council,Wang Yang,Q734914,2013-03-16,,male,1955-03-12,,Wang Yang (Chinese politician) Washington 2013.jpg,Wang Yang (politician)
Vice Premier of the State Council,Hu Chunhua,Q1185298,2018-03-19,,male,1963-04,,Hu Chunhua (2019-09-05) 2.jpg,Hu Chunhua
Vice Premier of the State Council,Sun Chunlan,Q195379,2018-03-19,,female,1950-05-24,,Sun Chunlan (22551034609) (cropped).jpg,Sun Chunlan
Vice Premier of the State Council,Han Zheng,Q48405,2018-03-19,,male,1954-04,,"Cristina Fernández junto a Han Zheng, el alcalde de Shanghai (cropped).jpg",Han Zheng
Vice Premier of the State Council,Liu He,Q8294074,2018-03-19,,male,1952-01-25,,"Liu He, May 16, 2018.jpg",Liu He (politician)
Secretary-General of the State Council,Wang Zhongyu,Q9065426,1998-03,2003-03,male,1933-02,,,"Wang Zhongyu (politician, born 1933)"
Secretary-General of the State Council,Xiao Jie,Q999251,2018-03-19,,male,1957,,Xiao Jie (cropped).jpg,Xiao Jie
State Councilor,Zhou Yongkang,Q198042,2003,2008,male,1942-12-03,,Zhou Yongkang.png,Zhou Yongkang
State Councilor,Meng Jianzhu,Q1365182,2008-03,2013-03,male,1947-07-28,,Meng Jianzhu 2015.jpg,Meng Jianzhu
State Councilor,Dai Bingguo,Q1134304,2008-03-17,2013-03-16,male,1941-03-31,,Dai Bingguo 051208-D-9880W-068.jpg,Dai Bingguo
State Councilor,Wang Yong,Q2548285,2013-03,,male,1955-12-01,,"Vương Dũng, 2019.jpg",Wang Yong (politician)
State Councilor,Yang Jing,Q2650507,2013-03,,male,1953-12,,Voa chinese Yang Jing 27sept09.jpg,Yang Jing
State Councilor,Chang Wanquan,Q27503,2013-03,,male,1949-01,,Chang Wanquan Senate of Poland.JPG,Chang Wanquan
State Councilor,Yang Jiechi,Q58211,2013-03-16,,male,1950-05-01,,Yang Jiechi Japan 2020.jpg,Yang Jiechi
State Councilor,Zhao Kezhi,Q197445,2018-03-19,,male,1953-12,,Zhao Kezhi (cropped).jpg,Zhao Kezhi
State Councilor,Wang Yi,Q701801,2018-03-19,,male,1953-10-19,,Wang Yi Japan 2019.jpg,Wang Yi (politician)
State Councilor,Wei Fenghe,Q7929529,2018-03-19,,male,1954-02,,Wei Fenghe 2019 Shangri-La Dialogue.jpg,Wei Fenghe
Secretary for Commerce and Economic Development,Frederick Ma,Q5498342,2007-07-01,2008-07-11,male,1952-02-22,,Frederick Ma.JPG,Frederick Ma
Secretary for Commerce and Economic Development,Rita Lau,Q7336555,2008-07-12,2011-04-12,female,1953-05-08,,Rita Lau.jpg,Rita Lau
Secretary for Commerce and Economic Development,Gregory So,Q5607180,2011-06-28,2017-06-30,male,1958,,Gregory So Kam-leung (cropped).jpg,Gregory So
Secretary for Commerce and Economic Development,Edward Yau,Q5346019,2017-07-01,,male,1960-04-28,,Edward Yau.jpg,Edward Yau
Secretary for Constitutional and Mainland Affairs,Stephen Lam,Q4861940,2007-07-01,2011-09-29,male,1955-11-24,,Stephen Lam Sui-lung 2010.jpg,Stephen Lam
Secretary for Constitutional and Mainland Affairs,Raymond Tam,Q2969725,2011-10-01,2017-07-01,male,1964-05-29,,Raymond Tam 2014.jpg,Raymond Tam
Secretary for Constitutional and Mainland Affairs,Patrick Nip,Q9017462,2017-07-01,2020-04-22,male,1964-07-08,,Mr Patrick Nip (cropped).jpg,Patrick Nip
Secretary for Constitutional and Mainland Affairs,Erick Tsang,Q30825347,2020-04-22,,male,1963-09-01,,20200422 HK Government Reshuffle 曾國衛.png,Erick Tsang
Secretary for Development,Carrie Lam,Q19217,2007-07-01,2012-06-30,female,1957-05-13,,Carrie Lam 2019-04-09 (1).jpg,Carrie Lam
Secretary for Development,Mak Chai-kwong,Q6738548,2012-07-01,2012-07-30,male,1950-06-16,,,Mak Chai-kwong
Secretary for Development,Paul Chan Mo-po,Q7149777,2012-07-30,2016-01-16,male,1955-03-18,,Paul Chan Mo Po.jpg,Paul Chan Mo-po
Secretary for Development,Eric Ma,Q16908157,2017-02-13,2017-06-30,male,1963,,,Eric Ma
Secretary for Development,Michael Wong Wai-lun,Q30465932,2017-07-01,,male,1962-08-17,,Michael Wong Wai-lun.png,Michael Wong Wai-lun
Secretary for Financial Services and the Treasury,Frederick Ma,Q5498342,2002-07-01,2007-06-30,male,1952-02-22,,Frederick Ma.JPG,Frederick Ma
Secretary for Financial Services and the Treasury,Ceajer Chan,Q4356474,2007-07-01,2017-06-30,male,1957-02-10,,,KC Chan
Secretary for Financial Services and the Treasury,James Lau,Q16336528,2017-07-01,2020-04-22,male,1950-04-24,,財經事務及庫務局局長劉怡翔4.jpg,James Lau
Secretary for Financial Services and the Treasury,Christopher Hui,Q91408367,2020-04-22,,male,1976,,Christopher Hui's Official Portrait.jpg,Christopher Hui
Secretary for Home Affairs,David Lan,Q12117385,1997-09-04,2000-07-07,male,1940-05-29,,,David Lan (politician)
Secretary for Home Affairs,Lam Woon-kwong,Q1547030,2000-07-10,2002-06-30,male,1951-04-19,,Lam Woon-kwong.JPG,Lam Woon-kwong
Secretary for Home Affairs,Patrick Ho,Q7146739,2002-07-01,2007-06-30,male,1949-07-24,,Patrick Ho.jpg,Patrick Ho
Secretary for Home Affairs,Tsang Tak-sing,Q4559782,2007-07-01,2015-07-21,male,1949,,Tsang Tak-Sing.jpg,Tsang Tak-sing
Secretary for Home Affairs,Lau Kong-wah,Q6497623,2015-07-21,2020-04-22,male,1957-06-22,,Lau Kong-wah 2014.jpg,Lau Kong-wah
Secretary for Home Affairs,Caspar Ying-wai Tsui,Q9141341,2020-04-22,,male,1977,,Casper Tsui chopped.jpg,Caspar Tsui
Secretary for Labour and Welfare,Matthew Cheung,Q6790301,2007-07-01,2017-01-16,male,1950-11-20,,Matthew Cheung Kin-chung.JPG,Matthew Cheung
Secretary for Labour and Welfare,Stephen Sui,Q17500267,2017-02-13,2017-06-30,male,1956-12-24,,,Stephen Sui
Secretary for Labour and Welfare,Law Chi-kwong,Q6502994,2017-07-01,,male,1953-11-01,,勞工及福利局局長羅致光10.jpg,Law Chi-kwong
Secretary for Transport and Housing,Eva Cheng,Q5415031,2007-07-01,2012-06-30,female,1960-05-31,,Eva Cheng.jpg,Eva Cheng
Secretary for Transport and Housing,Anthony Cheung,Q4772260,2012-07-01,2017-06-30,male,1952-11-17,,Anthony Cheung Bing-leung.JPG,Anthony Cheung
Secretary for Transport and Housing,Frank Chan,Q30822829,2017-07-01,,male,1958-02-04,,香港運輸及房屋局局長陳帆.jpg,Frank Chan
Minister of Agriculture,Sun Zhengcai,Q72870,2006-12-29,2009-12-26,male,1963-09-25,,Sun Zhengcai(cropped).jpg,Sun Zhengcai
Minister of Commerce,Bo Xilai,Q21822,2004,2007,male,1949-07-03,,VOA-Bo Xilai.jpg,Bo Xilai
Minister of Culture,Sun Jiazheng,Q3503748,1998-03,2008-03,male,1944-03,,Sun Jiazheng.jpg,Sun Jiazheng
Minister of Foreign Affairs,Yang Jiechi,Q58211,2007-04-27,2013-03-16,male,1950-05-01,,Yang Jiechi Japan 2020.jpg,Yang Jiechi
Minister of Foreign Affairs,Wang Yi,Q701801,2013-03-17,,male,1953-10-19,,Wang Yi Japan 2019.jpg,Wang Yi (politician)
Minister of Justice,Gao Changli,Q3369803,1998,2000,male,1937,,,Gao Changli
Minister of Justice,Zhang Fusen,Q7927915,2000,2005,male,1940-03,,,Zhang Fusen
Minister of Justice,Wu Aiying,Q702258,2005,,female,1951,,Wu Aiying 2016-10-31.jpg,Wu Aiying
Minister of National Defence,Cao Gangchuan,Q709846,2003-03,2008-03,male,1935-12-09,,Cao Gangchuan 071105-D-7203T-005 0Y2A3.jpg,Cao Gangchuan
Minister of National Defence,Liang Guanglie,Q929373,2008-03-17,2013-03-16,male,1940-12-01,,Liang Guanglie 2012.jpg,Liang Guanglie
Minister of National Defence,Wei Fenghe,Q7929529,2018-03-19,,male,1954-02,,Wei Fenghe 2019 Shangri-La Dialogue.jpg,Wei Fenghe
Minister of Public Security,Jia Chunwang,Q716939,1998,2002,male,1938,,,Jia Chunwang
Minister of Public Security,Zhou Yongkang,Q198042,2002,2007,male,1942-12-03,,Zhou Yongkang.png,Zhou Yongkang
Minister of Public Security,Meng Jianzhu,Q1365182,2007,2012,male,1947-07-28,,Meng Jianzhu 2015.jpg,Meng Jianzhu
Minister of Public Security,Guo Shengkun,Q4276774,2012,,male,1954-10,,Guo Shengkun 2015.jpg,Guo Shengkun
Minister of Public Security,Zhao Kezhi,Q197445,2017-11-04,,male,1953-12,,Zhao Kezhi (cropped).jpg,Zhao Kezhi
Minister of Railways,Liu Zhijun,Q710130,2003,2011,male,1953-01-29,,Beijing-Tianjin High Speed Train.jpg,Liu Zhijun
President of the Supreme People's Court,Xiao Yang,Q519871,1998,2008,male,1938-08-01,2019-04-19,,Xiao Yang (judge)
President of the Supreme People's Court,Wang Shengjun,Q708748,2008,2013,male,1946-10-15,,Voa chinese Wang Shengjun President of China Supreme Court delievers work report 11mar10 300.jpg,Wang Shengjun
President of the Supreme People's Court,Zhou Qiang,Q198003,2013,,male,1960-04-25,,ZhouQiang.jpg,Zhou Qiang
Governor of the People's Bank,Zhou Xiaochuan,Q198026,2002-12-28,2018-03-19,male,1948-01-29,,Zhou Xiaochuan cropped.jpg,Zhou Xiaochuan
Governor of the People's Bank,Yi Gang,Q4743711,2018-03-19,,male,1958,,Yi Gang World Economic Forum 2013 (2).jpg,Yi Gang
